N,n,seed,edge_source,resolution,t,P0,d_s
4,0.4,56792,core,1.0,187,0.0,0.2446020197747264
4,0.4,56792,core,1.0,188,0.0764,-0.0
4,0.4,56792,core,1.0,189,0.0,-1.4784813569512452
4,0.4,56792,core,1.0,190,0.077,-0.0
4,0.4,56792,core,1.0,191,0.0,1.744288422451898
4,0.4,56792,core,1.0,192,0.0763,-0.0
4,0.4,56792,core,1.0,193,0.0,1.7787985169064564
4,0.4,56792,core,1.0,194,0.0756,-0.0
4,0.4,56792,core,1.0,195,0.0,9.243355554407884
4,0.4,56792,core,1.0,196,0.0721,-0.0
4,0.4,56792,core,1.0,197,0.0,-9.338160854847594
4,0.4,56792,core,1.0,198,0.0756,-0.0
4,0.4,56792,core,1.0,199,0.0,5.335395322399454
4,0.4,56792,core,1.0,200,0.0736,
4,0.4,56793,core,1.0,0,1.0,
4,0.4,56793,core,1.0,1,0.0,
4,0.4,56793,core,1.0,2,0.50225,-54.06435770239821
4,0.4,56793,core,1.0,3,0.0079,0.8368811844011973
4,0.4,56793,core,1.0,4,0.3758,-1.3138247295304442
4,0.4,56793,core,1.0,5,0.01105,0.8877835331934101
4,0.4,56793,core,1.0,6,0.3139,-0.23726538514010448
4,0.4,56793,core,1.0,7,0.0115,0.9590842618686233
4,0.4,56793,core,1.0,8,0.27345,0.573809425861941
4,0.4,56793,core,1.0,9,0.0107,0.7286157733004658
4,0.4,56793,core,1.0,10,0.2521,-0.7186230529105228
4,0.4,56793,core,1.0,11,0.0115,1.0950161744535154
4,0.4,56793,core,1.0,12,0.22815,0.5321840846988259
4,0.4,56793,core,1.0,13,0.011,0.3984416224409304
4,0.4,56793,core,1.0,14,0.22125,-1.4471008878302793
4,0.4,56793,core,1.0,15,0.0122,1.0116144215418148
4,0.4,56793,core,1.0,16,0.2068,-0.5787848176300348
4,0.4,56793,core,1.0,17,0.01265,1.133152344322949
4,0.4,56793,core,1.0,18,0.19345,0.5777674930954718
4,0.4,56793,core,1.0,19,0.01225,1.1269003210785828
4,0.4,56793,core,1.0,20,0.1823,1.8801596275980057
4,0.4,56793,core,1.0,21,0.01115,0.20241141042759436
4,0.4,56793,core,1.0,22,0.18055,1.216061487969688
4,0.4,56793,core,1.0,23,0.01055,1.2894892567843856
4,0.4,56793,core,1.0,24,0.1707,-1.6472904917538833
4,0.4,56793,core,1.0,25,0.0113,1.1686539736550932
4,0.4,56793,core,1.0,26,0.1629,3.1760909395201833
4,0.4,56793,core,1.0,27,0.01,0.849876192501302
4,0.4,56793,core,1.0,28,0.15785,-3.296522342132265
4,0.4,56793,core,1.0,29,0.01125,1.3822335492758275
4,0.4,56793,core,1.0,30,0.1505,-1.0477532251783643
4,0.4,56793,core,1.0,31,0.01165,0.7291923333674258
4,0.4,56793,core,1.0,32,0.147,0.8345581293493595
4,0.4,56793,core,1.0,33,0.01135,1.6213666772581905
4,0.4,56793,core,1.0,34,0.13995,-3.416113785953895
4,0.4,56793,core,1.0,35,0.01255,0.8605685983735002
4,0.4,56793,core,1.0,36,0.13655,5.571903029677961
4,0.4,56793,core,1.0,37,0.01075,0.2582515708924327
4,0.4,56793,core,1.0,38,0.1356,-5.577676909169094
4,0.4,56793,core,1.0,39,0.01245,1.390347294159961
4,0.4,56793,core,1.0,40,0.13085,-2.4905581199238287
4,0.4,56793,core,1.0,41,0.01325,0.663211108539198
4,0.4,56793,core,1.0,42,0.12875,4.689240362387499
4,0.4,56793,core,1.0,43,0.01185,2.2623699120438805
4,0.4,56793,core,1.0,44,0.12215,-3.2203951293744564
4,0.4,56793,core,1.0,45,0.01275,0.16605855411859147
4,0.4,56793,core,1.0,46,0.1217,-5.597177035955046
4,0.4,56793,core,1.0,47,0.0144,0.6023568580707095
4,0.4,56793,core,1.0,48,0.12015,3.09740077854388
4,0.4,56793,core,1.0,49,0.0135,1.8066925674239727
4,0.4,56793,core,1.0,50,0.1158,-2.3509333992051977
4,0.4,56793,core,1.0,51,0.01415,0.8884103345380717
4,0.4,56793,core,1.0,52,0.1138,-1.805514368768228
4,0.4,56793,core,1.0,53,0.01465,1.8962205433436254
4,0.4,56793,core,1.0,54,0.1098,-0.9136229249555509
4,0.4,56793,core,1.0,55,0.0149,1.1642041705119066
4,0.4,56793,core,1.0,56,0.1075,-0.0
4,0.4,56793,core,1.0,57,0.0149,-0.9985399531502993
4,0.4,56793,core,1.0,58,0.1094,0.19493884713503484
4,0.4,56793,core,1.0,59,0.01485,1.5295688235258824
4,0.4,56793,core,1.0,60,0.1066,2.0548050911378035
4,0.4,56793,core,1.0,61,0.01435,1.682314457455553
4,0.4,56793,core,1.0,62,0.1037,-2.1233110765237844
4,0.4,56793,core,1.0,63,0.01485,-0.3634320194220839
4,0.4,56793,core,1.0,64,0.1043,-4.573001488519504
4,0.4,56793,core,1.0,65,0.01595,-2.084919926027511
4,0.4,56793,core,1.0,66,0.1077,10.76194695793086
