N,n,seed,edge_source,resolution,mode,t,P0,d_s
4,0.4,56791,core,1.0,exact,84,0.09515308360796207,0.014335187815051538
4,0.4,56791,core,1.0,exact,85,0.01113596543236824,0.8805285558295232
4,0.4,56791,core,1.0,exact,86,0.09417242058664538,0.01411985607444535
4,0.4,56791,core,1.0,exact,87,0.01113413714855572,0.8795792543430636
4,0.4,56791,core,1.0,exact,88,0.09322508258926253,0.013827441263702195
4,0.4,56791,core,1.0,exact,89,0.011132387703568595,0.8786599214842249
4,0.4,56791,core,1.0,exact,90,0.09230920014621699,0.01345115651190863
4,0.4,56791,core,1.0,exact,91,0.011130723942884153,0.8777722901078137
4,0.4,56791,core,1.0,exact,92,0.09142304457005358,0.012983873198026444
4,0.4,56791,core,1.0,exact,93,0.011129153123297956,0.8769181166909059
4,0.4,56791,core,1.0,exact,94,0.0905650144923521,0.01241820509652204
4,0.4,56791,core,1.0,exact,95,0.011127682908502152,0.8760991680097464
4,0.4,56791,core,1.0,exact,96,0.08973362395521126,0.01174659073189402
4,0.4,56791,core,1.0,exact,97,0.011126321355713545,0.8753172080925299
4,0.4,56791,core,1.0,exact,98,0.0889274918501196,0.010961373067934781
4,0.4,56791,core,1.0,exact,99,0.011125076894778813,0.8745739856471867
4,0.4,56791,core,1.0,exact,100,0.0881453325280248,0.010054875762933024
4,0.4,56791,core,1.0,exact,101,0.011123958301068599,0.8738712221257177
4,0.4,56791,core,1.0,exact,102,0.08738594743028637,0.00901947535103115
4,0.4,56791,core,1.0,exact,103,0.011122974663360038,0.8732106005530872
4,0.4,56791,core,1.0,exact,104,0.08664821761186409,0.00784766882930325
4,0.4,56791,core,1.0,exact,105,0.011122135347798899,0.8725937552134849
4,0.4,56791,core,1.0,exact,106,0.08593109704630658,0.006532136252489863
4,0.4,56791,core,1.0,exact,107,0.011121449958927932,0.8720222622590588
4,0.4,56791,core,1.0,exact,108,0.08523360661746704,0.005065798054578396
4,0.4,56791,core,1.0,exact,109,0.0111209282986655,0.8714976312845231
4,0.4,56791,core,1.0,exact,110,0.08455482871587144,0.0034418669204683235
4,0.4,56791,core,1.0,exact,111,0.011120580324021103,0.8710212978825405
4,0.4,56791,core,1.0,exact,112,0.08389390236870271,0.0016538941248158423
4,0.4,56791,core,1.0,exact,113,0.011120416104240563,0.870594617184485
4,0.4,56791,core,1.0,exact,114,0.083250018841761,-0.00030418966127740405
4,0.4,56791,core,1.0,exact,115,0.0111204457779852,0.8702188583701043
4,0.4,56791,core,1.0,exact,116,0.08262241765978623,-0.0024380390216672625
4,0.4,56791,core,1.0,exact,117,0.011120679511065622,0.8698952001186413
4,0.4,56791,core,1.0,exact,118,0.08201038299840084,-0.004752863773813783
4,0.4,56791,core,1.0,exact,119,0.01112112745517319,0.8696247269662893
4,0.4,56791,core,1.0,exact,120,0.08141324040683114,-0.007253404092799026
4,0.4,56791,core,1.0,exact,121,0.011121799707980183,0.8694084265224962
4,0.4,56791,core,1.0,exact,122,0.080830353825644,-0.00994391055722101
4,0.4,56791,core,1.0,exact,123,0.011122706274913659,0.869247187497928
4,0.4,56791,core,1.0,exact,124,0.08026112286811682,-0.012828128867985926
4,0.4,56791,core,1.0,exact,125,0.011123857032847954,0.8691417984855191
4,0.4,56791,core,1.0,exact,126,0.0797049803376476,-0.015909288963751857
4,0.4,56791,core,1.0,exact,127,0.011125261695906595,0.8690929474413259
4,0.4,56791,core,1.0,exact,128,0.07916138995689563,-0.019190098242050122
4,0.4,56791,core,1.0,exact,129,0.011126929783515545,0.8691012218033647
4,0.4,56791,core,1.0,exact,130,0.0786298442871953,-0.02267273859103108
4,0.4,56791,core,1.0,exact,131,0.011128870590806916,0.8691671091918783
4,0.4,56791,core,1.0,exact,132,0.07810986281926689,-0.02635886692163254
4,0.4,56791,core,1.0,exact,133,0.011131093161434003,0.8692909986313576
4,0.4,56791,core,1.0,exact,134,0.0776009902184133,-0.030249618903571505
4,0.4,56791,core,1.0,exact,135,0.01113360626282544,0.869473182239188
4,0.4,56791,core,1.0,exact,136,0.07710279470928112,-0.03434561560063305
4,0.4,56791,core,1.0,exact,137,0.0111364183638776,0.8697138573236641
4,0.4,56791,core,1.0,exact,138,0.07661486658692088,-0.03864697271434443
4,0.4,56791,core,1.0,exact,139,0.011139537615059964,0.8700131288409415
4,0.4,56791,core,1.0,exact,140,0.07613681684233116,-0.043153312152820644
4,0.4,56791,core,1.0,exact,141,0.011142971830887418,0.8703710121591328
4,0.4,56791,core,1.0,exact,142,0.07566827589194673,-0.047863775650597094
4,0.4,56791,core,1.0,exact,143,0.01114672847469623,0.8707874360844879
4,0.4,56791,core,1.0,exact,144,0.07520889240165181,-0.05277704018052563
4,0.4,56791,core,1.0,exact,145,0.011150814645646639,0.8712622461035183
4,0.4,56791,core,1.0,exact,146,0.0747583321968882,-0.05789133490807948
4,0.4,56791,core,1.0,exact,147,0.011155237067863307,0.8717952078014959
4,0.4,56791,core,1.0,exact,148,0.07431627725130069,-0.06320445945922466
4,0.4,56791,core,1.0,exact,149,0.011160002081616674,0.8723860104186414
