N,n,seed,edge_source,resolution,mode,t,P0,d_s
4,0.4,56795,core,1.0,exact,68,0.11791687683276052,-1.6258289499802236
4,0.4,56795,core,1.0,exact,69,4.498637013351059e-15,0.7911444889764049
4,0.4,56795,core,1.0,exact,70,0.11657248607528564,-1.6552518630904165
4,0.4,56795,core,1.0,exact,71,4.606288932217037e-15,0.7890177044347206
4,0.4,56795,core,1.0,exact,72,0.11528411159937221,-1.7989162596899584
4,0.4,56795,core,1.0,exact,73,4.7228341917332295e-15,0.7869258743607126
4,0.4,56795,core,1.0,exact,74,0.11404796852113099,-1.6833607858931068
4,0.4,56795,core,1.0,exact,75,4.83150777331096e-15,0.7848678845091545
4,0.4,56795,core,1.0,exact,76,0.11286062056439927,-1.9272013071209424
4,0.4,56795,core,1.0,exact,77,4.9555985756247484e-15,0.7828426644675037
4,0.4,56795,core,1.0,exact,78,0.11171893983677263,-1.6761318431234045
4,0.4,56795,core,1.0,exact,79,5.06324716694584e-15,0.7808491868475914
4,0.4,56795,core,1.0,exact,80,0.11062007213643198,-1.7411085589170998
4,0.4,56795,core,1.0,exact,81,5.174656709911032e-15,0.7788864661773577
4,0.4,56795,core,1.0,exact,82,0.10956140691293305,-1.66696425418469
4,0.4,56795,core,1.0,exact,83,5.28093328665746e-15,0.7769535575893656
4,0.4,56795,core,1.0,exact,84,0.10854055116170196,-1.8700752318483007
4,0.4,56795,core,1.0,exact,85,5.399825796394873e-15,0.7750495553784473
4,0.4,56795,core,1.0,exact,86,0.10755530665760682,-1.7158515385888835
4,0.4,56795,core,1.0,exact,87,5.5086487353014714e-15,0.7731735914839761
4,0.4,56795,core,1.0,exact,88,0.1066036500343331,-1.6713470218265192
4,0.4,56795,core,1.0,exact,89,5.614276630612558e-15,0.771324833935316
4,0.4,56795,core,1.0,exact,90,0.10568371529850187,-1.7577585290054738
4,0.4,56795,core,1.0,exact,91,5.725009483662315e-15,0.7695024852914532
4,0.4,56795,core,1.0,exact,92,0.10479377843449118,-1.776920074909037
4,0.4,56795,core,1.0,exact,93,5.836663501358129e-15,0.7677057810967188
4,0.4,56795,core,1.0,exact,94,0.1039322438108213,-1.7679620214152458
4,0.4,56795,core,1.0,exact,95,5.947483158516398e-15,0.7659339883666965
4,0.4,56795,core,1.0,exact,96,0.10309763214414107,-1.7832365135071817
4,0.4,56795,core,1.0,exact,97,6.058996448107694e-15,0.764186404117181
4,0.4,56795,core,1.0,exact,98,0.10228856981419598,-1.7211291350703082
4,0.4,56795,core,1.0,exact,99,6.1663515094486835e-15,0.7624623539425506
4,0.4,56795,core,1.0,exact,100,0.10150377935414924,-0.8969507714990629
4,0.4,56795,core,1.0,exact,101,6.221911298402616e-15,0.76076119064827
4,0.4,56795,core,1.0,exact,102,0.10074207096645678,-1.6267149388543327
4,0.4,56795,core,1.0,exact,103,6.321938203543351e-15,0.759082292940941
4,0.4,56795,core,1.0,exact,104,0.10000233493610165,-1.8349626369816974
4,0.4,56795,core,1.0,exact,105,6.434475010155576e-15,0.7574250641771018
4,0.4,56795,core,1.0,exact,106,0.09928353483113393,-1.7750321920673857
4,0.4,56795,core,1.0,exact,107,6.543134537612639e-15,0.7557889311700936
4,0.4,56795,core,1.0,exact,108,0.09858470139574871,-1.8796880382118748
4,0.4,56795,core,1.0,exact,109,6.6580147466555155e-15,0.7541733430554929
4,0.4,56795,core,1.0,exact,110,0.09790492705405587,-1.762405878452334
4,0.4,56795,core,1.0,exact,111,6.7655507301048565e-15,0.7525777702128678
4,0.4,56795,core,1.0,exact,112,0.09724336095365853,-1.793467261239185
4,0.4,56795,core,1.0,exact,113,6.874763157433874e-15,0.7510017032426
4,0.4,56795,core,1.0,exact,114,0.09659920448748255,-1.8109273918217206
4,0.4,56795,core,1.0,exact,115,6.984845883830515e-15,0.7494446519970286
4,0.4,56795,core,1.0,exact,116,0.09597170724025993,-1.7348088178947858
4,0.4,56795,core,1.0,exact,117,7.09009363800454e-15,0.74790614465992
4,0.4,56795,core,1.0,exact,118,0.09536016331288302,-1.9158269544473627
4,0.4,56795,core,1.0,exact,119,7.206149493807408e-15,0.7463857268777787
4,0.4,56795,core,1.0,exact,120,0.0947639079836923,-1.8324971206174356
4,0.4,56795,core,1.0,exact,121,7.317040337222489e-15,0.7448829609343169
4,0.4,56795,core,1.0,exact,122,0.09418231467079627,-1.749194126901117
4,0.4,56795,core,1.0,exact,123,7.422707617119395e-15,0.7433974249726404
4,0.4,56795,core,1.0,exact,124,0.09361479216386244,-2.0142342383747867
4,0.4,56795,core,1.0,exact,125,7.544268042451658e-15,0.7419287122551099
4,0.4,56795,core,1.0,exact,126,0.09306078209757807,-1.7533331615128487
4,0.4,56795,core,1.0,exact,127,7.649985175379177e-15,0.7404764304662784
4,0.4,56795,core,1.0,exact,128,0.09251975664223511,-1.8440860074675383
4,0.4,56795,core,1.0,exact,129,7.760997929049494e-15,0.7390402010510706
4,0.4,56795,core,1.0,exact,130,0.09199121638972765,-1.8463763371056117
4,0.4,56795,core,1.0,exact,131,7.872015274277518e-15,0.7376196585889727
4,0.4,56795,core,1.0,exact,132,0.09147468841571652,-1.6736203372254095
4,0.4,56795,core,1.0,exact,133,7.972461450584557e-15,0.7362144502014382
4,0.4,56795,core,1.0,exact,134,0.09096972450087015,-2.115771317943712
4,0.4,56795,core,1.0,exact,135,8.099342745920149e-15,0.7348242349904746
4,0.4,56795,core,1.0,exact,136,0.09047589949597631,-1.7639240611047566
4,0.4,56795,core,1.0,exact,137,8.20507757846562e-15,0.7334486835066719
4,0.4,56795,core,1.0,exact,138,0.08999280981737158,-1.854709311339969
4,0.4,56795,core,1.0,exact,139,8.316099520841225e-15,0.7320874772453129
4,0.4,56795,core,1.0,exact,140,0.08952007206058768,-1.8566391125540018
4,0.4,56795,core,1.0,exact,141,8.427121636364704e-15,0.7307403081679725
4,0.4,56795,core,1.0,exact,142,0.0890573217213924,-1.8585170529954325
4,0.4,56795,core,1.0,exact,143,8.538143841777822e-15,0.7294068782494179
4,0.4,56795,core,1.0,exact,144,0.0886042120145299,-1.7723007134413202
4,0.4,56795,core,1.0,exact,145,8.643879317549384e-15,0.7280868990466365
4,0.4,56795,core,1.0,exact,146,0.08816041278146107,-1.8632591498574014
4,0.4,56795,core,1.0,exact,147,8.754901593855435e-15,0.726780091289637
4,0.4,56795,core,1.0,exact,148,0.08772560947928716,-2.041380376222248
4,0.4,56795,core,1.0,exact,149,8.876497435354286e-15,0.7254861844938668
4,0.4,56795,core,1.0,exact,150,0.08729950224382024,-1.8644532020326947
4,0.4,56795,core,1.0,exact,151,8.987519730767181e-15,0.7242049165891556
4,0.4,56795,core,1.0,exact,152,0.08688180502046038,-1.7777723318265388
4,0.4,56795,core,1.0,exact,153,9.093255253262142e-15,0.7229360335685595
4,0.4,56795,core,1.0,exact,154,0.0864722447571548,-1.9572489483068725
4,0.4,56795,core,1.0,exact,155,9.2095643301324e-15,0.7216792891534092
4,0.4,56795,core,1.0,exact,156,0.08607056065426649,-1.9577855144342475
4,0.4,56795,core,1.0,exact,157,9.32587340791627e-15,0.720434444472646
4,0.4,56795,core,1.0,exact,158,0.08567650346667026,-1.7812803045620684
4,0.4,56795,core,1.0,exact,159,9.431608933558963e-15,0.7192012677593523
4,0.4,56795,core,1.0,exact,160,0.08528983485383256,-1.8723848351748988
4,0.4,56795,core,1.0,exact,161,9.542631235755632e-15,0.7179795340583626
4,0.4,56795,core,1.0,exact,162,0.08491032677402562,-1.8738610394281898
4,0.4,56795,core,1.0,exact,163,9.653653538080132e-15,0.7167690249484127
4,0.4,56795,core,1.0,exact,164,0.08453776091917738,-2.052790475194106
4,0.4,56795,core,1.0,exact,165,9.775249393086474e-15,0.7155695282757799
4,0.4,56795,core,1.0,exact,166,0.08417192818717548,-1.8746947460831467
4,0.4,56795,core,1.0,exact,167,9.886271695511792e-15,0.7143808378988256
4,0.4,56795,core,1.0,exact,168,0.0838126281887275,-1.698318427309592
4,0.4,56795,core,1.0,exact,169,9.98672044533952e-15,0.7132027534431773
4,0.4,56795,core,1.0,exact,170,0.08345966878613541,-2.057354708425728
4,0.4,56795,core,1.0,exact,171,1.0108316300407487e-14,0.7120350800679764
4,0.4,56795,core,1.0,exact,172,0.08311286566157239,-1.7897982729270603
4,0.4,56795,core,1.0,exact,173,1.021405182655706e-14,0.7108776282384112
4,0.4,56795,core,1.0,exact,174,0.08277204191265856,-1.9701486110068818
4,0.4,56795,core,1.0,exact,175,1.0330360905324612e-14,0.7097302135107701
4,0.4,56795,core,1.0,exact,176,0.08243702767331924,-1.8813924268021553
4,0.4,56795,core,1.0,exact,177,1.0441383207785724e-14,0.7085926563216135
4,0.4,56795,core,1.0,exact,178,0.0821076597580801,-1.9718020374842258
4,0.4,56795,core,1.0,exact,179,1.055769228655525e-14,0.7074647817876458
4,0.4,56795,core,1.0,exact,180,0.08178378132810682,-1.8829367774494086
4,0.4,56795,core,1.0,exact,181,1.0668714589017388e-14,0.7063464195110952
4,0.4,56795,core,1.0,exact,182,0.08146524157743622,-1.9733853793679872
4,0.4,56795,core,1.0,exact,183,1.0785023667787446e-14,0.7052374033918426
4,0.4,56795,core,1.0,exact,184,0.0811518954379733,-1.8844163520253832
4,0.4,56795,core,1.0,exact,185,1.089604597024986e-14,0.7041375714464004
4,0.4,56795,core,1.0,exact,186,0.08084360330194233,-1.8855881329032946
4,0.4,56795,core,1.0,exact,187,1.1007068272712323e-14,0.7030467656329296
4,0.4,56795,core,1.0,exact,188,0.08054023076058561,-1.8867363928932617
4,0.4,56795,core,1.0,exact,189,1.111809057517481e-14,0.7019648316804239
4,0.4,56795,core,1.0,exact,190,0.08024164835799898,-1.8878618331638608
4,0.4,56795,core,1.0,exact,191,1.1229112877637311e-14,0.7008916189254095
4,0.4,56795,core,1.0,exact,192,0.07994773135907862,-1.9784539491747508
4,0.4,56795,core,1.0,exact,193,1.1345421956407558e-14,0.6998269801520077
4,0.4,56795,core,1.0,exact,194,0.07965835953063478,-1.7996259087139885
4,0.4,56795,core,1.0,exact,195,1.1451157482562333e-14,0.6987707714373498
4,0.4,56795,core,1.0,exact,196,0.07937341693479849,-1.8911078414162221
4,0.4,56795,core,1.0,exact,197,1.1562179785024846e-14,0.6977228520018238
4,0.4,56795,core,1.0,exact,198,0.079092791733915,-1.9818013325933093
4,0.4,56795,core,1.0,exact,199,1.1678488863795099e-14,0.6966830840631951
4,0.4,56795,core,1.0,exact,200,0.07881637600617701,
4,0.8,56791,core,1.0,exact,0,1.0,
4,0.8,56791,core,1.0,exact,1,6.055761952500853e-17,
4,0.8,56791,core,1.0,exact,2,0.5227272727272729,-0.0
4,0.8,56791,core,1.0,exact,3,5.576347464594536e-16,0.7476296731046604
4,0.8,56791,core,1.0,exact,4,0.4034090909090912,-0.0
4,0.8,56791,core,1.0,exact,5,8.944865050673136e-16,0.789397207326785
4,0.8,56791,core,1.0,exact,6,0.3437500000000005,-0.6316361412779973
4,0.8,56791,core,1.0,exact,7,1.1121154502353131e-15,0.7982242008659998
4,0.8,56791,core,1.0,exact,8,0.30646306818181873,-1.2717678375789512
4,0.8,56791,core,1.0,exact,9,1.3048274582029185e-15,0.7978259453475112
4,0.8,56791,core,1.0,exact,10,0.28036221590909166,-0.9790023829271977
4,0.8,56791,core,1.0,exact,11,1.4395050807923906e-15,0.7939822107264078
4,0.8,56791,core,1.0,exact,12,0.2607865767045464,-0.7707806294494983
4,0.8,56791,core,1.0,exact,13,1.5352302762394743e-15,0.7887027043672248
4,0.8,56791,core,1.0,exact,14,0.24540571732954655,-0.7844111945472463
4,0.8,56791,core,1.0,exact,15,1.6238588756484712e-15,0.7828271849856898
4,0.8,56791,core,1.0,exact,16,0.23290876908735925,-0.7720858886094664
4,0.8,56791,core,1.0,exact,17,1.7042475385465783e-15,0.7767466897309753
4,0.8,56791,core,1.0,exact,18,0.22249464555220316,-0.7509533289647626
4,0.8,56791,core,1.0,exact,19,1.776928509636652e-15,0.7706553244503401
4,0.8,56791,core,1.0,exact,20,0.21364264054732054,-0.7672033098367993
4,0.8,56791,core,1.0,exact,21,1.846475150809904e-15,0.764652419493402
4,0.8,56791,core,1.0,exact,22,0.20599772713401282,-0.6096875344508769
4,0.8,56791,core,1.0,exact,23,1.8983985784885734e-15,0.7587886256503201
4,0.8,56791,core,1.0,exact,24,0.19930842789736863,-0.963882849897472
4,0.8,56791,core,1.0,exact,25,1.9762393662813393e-15,0.7530884201388144
4,0.8,56791,core,1.0,exact,26,0.19339097088033722,-0.6178653415523752
4,0.8,56791,core,1.0,exact,27,2.0237890238323686e-15,0.7475617754090622
4,0.8,56791,core,1.0,exact,28,0.1881075271151306,-0.9663897238838783
4,0.8,56791,core,1.0,exact,29,2.094888045388952e-15,0.7422104963995787
4,0.8,56791,core,1.0,exact,30,0.18335242772644472,-0.5932950237018362
4,0.8,56791,core,1.0,exact,31,2.136745641534432e-15,0.7370317874995752
4,0.8,56791,core,1.0,exact,32,0.17904311890544808,-0.9022676553281721
4,0.8,56791,core,1.0,exact,33,2.1978706191281105e-15,0.7320203149629781
4,0.8,56791,core,1.0,exact,34,0.17511404321571586,-1.0120781420854328
4,0.8,56791,core,1.0,exact,35,2.26429756095363e-15,0.727169422209429
4,0.8,56791,core,1.0,exact,36,0.17151239050012806,-0.9940272994573938
4,0.8,56791,core,1.0,exact,37,2.3277067553970675e-15,0.7224718539560517
4,0.8,56791,core,1.0,exact,38,0.1681950787884024,-0.8391300050899033
4,0.8,56791,core,1.0,exact,39,2.379691900976394e-15,0.7179201887398171
4,0.8,56791,core,1.0,exact,40,0.1651265654550562,-1.2178450728634378
4,0.8,56791,core,1.0,exact,41,2.4532740958715972e-15,0.7135070949525024
4,0.8,56791,core,1.0,exact,42,0.16227723164595453,-1.0840146068043235
4,0.8,56791,core,1.0,exact,43,2.5174292664564574e-15,0.7092254782028604
4,0.8,56791,core,1.0,exact,44,0.1596221706005006,-1.220846608953649
4,0.8,56791,core,1.0,exact,45,2.5882695916379626e-15,0.7050685604490478
4,0.8,56791,core,1.0,exact,46,0.15714026572943185,-1.1267087771445503
4,0.8,56791,core,1.0,exact,47,2.65245882882917e-15,0.7010299151641682
4,0.8,56791,core,1.0,exact,48,0.15481347998018685,-1.3722209916318246
4,0.8,56791,core,1.0,exact,49,2.729392737909346e-15,0.6971034731973667
4,0.8,56791,core,1.0,exact,50,0.1526263015652109,-1.21692539752227
4,0.8,56791,core,1.0,exact,51,2.796646156491915e-15,0.6932835084010799
4,0.8,56791,core,1.0,exact,52,0.15056530697410828,-1.487543449545421
4,0.8,56791,core,1.0,exact,53,2.8778141492585e-15,0.689564608962936
4,0.8,56791,core,1.0,exact,54,0.14861881304616242,-1.743174403118592
4,0.8,56791,core,1.0,exact,55,2.972239557307582e-15,0.6859416387235046
4,0.8,56791,core,1.0,exact,56,0.14677659743825716,-1.503616013786244
4,0.8,56791,core,1.0,exact,57,3.0531348084730807e-15,0.6824096919235683
4,0.8,56791,core,1.0,exact,58,0.14502967216491897,-1.4506430362807043
4,0.8,56791,core,1.0,exact,59,3.130467750458329e-15,0.6789640443886885
4,0.8,56791,core,1.0,exact,60,0.14337009871445533,-1.7756953875388843
4,0.8,56791,core,1.0,exact,61,3.224507090079277e-15,0.6756001038630411
4,0.8,56791,core,1.0,exact,62,0.14179083602259365,-1.5790265143847944
4,0.8,56791,core,1.0,exact,63,3.3076913764404025e-15,0.6723133619158262
4,0.8,56791,core,1.0,exact,64,0.14028561462475234,-1.8657242499029014
4,0.8,56791,core,1.0,exact,65,3.4055443369523603e-15,0.6690993495008819
4,0.8,56791,core,1.0,exact,66,0.1388488318228479,-1.9957684926277115
4,0.8,56791,core,1.0,exact,67,3.510105246108417e-15,0.6659535978488554
4,0.8,56791,core,1.0,exact,68,0.13747546383928086,-1.85389323530823
4,0.8,56791,core,1.0,exact,69,3.607125241388101e-15,0.662871605929978
4,0.8,56791,core,1.0,exact,70,0.13616099179218064,-1.8393028785215935
4,0.8,56791,core,1.0,exact,71,3.703167987590235e-15,0.6598488152741501
4,0.8,56791,core,1.0,exact,72,0.13490133898480267,-1.9305166610519504
4,0.8,56791,core,1.0,exact,73,3.803809717879173e-15,0.6568805925068211
4,0.8,56791,core,1.0,exact,74,0.13369281751012807,-2.10050671025889
4,0.8,56791,core,1.0,exact,75,3.9133354855587366e-15,0.6539622195710018
4,0.8,56791,core,1.0,exact,76,0.1325320825667906,-2.114296406327729
4,0.8,56791,core,1.0,exact,77,4.0237381994572405e-15,0.651088891285448
4,0.8,56791,core,1.0,exact,78,0.13141609319186515,-1.922263734163173
4,0.8,56791,core,1.0,exact,79,4.124138411850347e-15,0.6482557196304579
4,0.8,56791,core,1.0,exact,80,0.13034207836002934,-2.1827590642958374
4,0.8,56791,core,1.0,exact,81,4.238218592242441e-15,0.6454577439720809
4,0.8,56791,core,1.0,exact,82,0.12930750759218645,-2.159772309406793
4,0.8,56791,core,1.0,exact,83,4.351336460188812e-15,0.6426899463179375
4,0.8,56791,core,1.0,exact,84,0.12831006537112347,-2.003648187677654
4,0.8,56791,core,1.0,exact,85,4.4563814903366e-15,0.639947270639075
4,0.8,56791,core,1.0,exact,86,0.12734762878572245,-2.3931884233313223
4,0.8,56791,core,1.0,exact,87,4.582140001982731e-15,0.6372246452872146
4,0.8,56791,core,1.0,exact,88,0.12641824792517584,-2.1049264740449445
4,0.8,56791,core,1.0,exact,89,4.693069223335148e-15,0.6345170075688987
4,0.8,56791,core,1.0,exact,90,0.12552012862560602,-2.3631620063621646
4,0.8,56791,core,1.0,exact,91,4.8179340858963186e-15,0.631819329598604
4,0.8,56791,core,1.0,exact,92,0.12465161723734423,-2.119014935148553
4,0.8,56791,core,1.0,exact,93,4.930196777131043e-15,0.629126644641571
4,0.8,56791,core,1.0,exact,94,0.12381118713491841,-2.37810870362039
4,0.8,56791,core,1.0,exact,95,5.056521946988285e-15,0.6264340732477423
4,0.8,56791,core,1.0,exact,96,0.12299742673592026,-2.259714960263177
4,0.8,56791,core,1.0,exact,97,5.176962185836396e-15,0.6237368485847112
4,0.8,56791,core,1.0,exact,98,0.12220902883124055,-2.353910586581199
4,0.8,56791,core,1.0,exact,99,5.3028200456035484e-15,0.62103034048052
4,0.8,56791,core,1.0,exact,100,0.12144478105917103,-2.4047965912201636
4,0.8,56791,core,1.0,exact,101,5.4318921238893844e-15,0.6183100777854951
4,0.8,56791,core,1.0,exact,102,0.12070355738076055,-2.3752292186780943
4,0.8,56791,core,1.0,exact,103,5.559870617592083e-15,0.6155717687584181
4,0.8,56791,core,1.0,exact,104,0.11998431043452394,-2.2833307868437305
4,0.8,56791,core,1.0,exact,105,5.6832918627384365e-15,0.6128113192682397
4,0.8,56791,core,1.0,exact,106,0.11928606466590486,-2.348232592303202
4,0.8,56791,core,1.0,exact,107,5.810603354494128e-15,0.6100248486752335
4,0.8,56791,core,1.0,exact,108,0.11860791014139743,-2.277427636223409
4,0.8,56791,core,1.0,exact,109,5.934437866927914e-15,0.6072087033297272
4,0.8,56791,core,1.0,exact,110,0.11794899696943237,-2.2857035476522647
4,0.8,56791,core,1.0,exact,111,6.059043832817684e-15,0.6043594676742448
4,0.8,56791,core,1.0,exact,112,0.117308530260439,-2.630653943226882
4,0.8,56791,core,1.0,exact,113,6.2030469202445085e-15,0.6014739729903175
4,0.8,56791,core,1.0,exact,114,0.11668576556722411,-2.2590032293879623
4,0.8,56791,core,1.0,exact,115,6.327194532921966e-15,0.5985493038646127
4,0.8,56791,core,1.0,exact,116,0.11608000475423863,-2.626293202957087
4,0.8,56791,core,1.0,exact,117,6.4720826863452725e-15,0.5955828024797757
4,0.8,56791,core,1.0,exact,118,0.11549059225064247,-2.305736209346965
4,0.8,56791,core,1.0,exact,119,6.599794821213034e-15,0.5925720708625013
4,0.8,56791,core,1.0,exact,120,0.11491691164751286,-2.4186790842827883
4,0.8,56791,core,1.0,exact,121,6.734170815036555e-15,0.5895149712298013
4,0.8,56791,core,1.0,exact,122,0.11435838260421484,-2.5154322104929587
4,0.8,56791,core,1.0,exact,123,6.874462406360104e-15,0.58640962459448
4,0.8,56791,core,1.0,exact,124,0.11381445803298557,-2.2453886688371036
4,0.8,56791,core,1.0,exact,125,7.00008163245803e-15,0.5832544077886493
4,0.8,56791,core,1.0,exact,126,0.11328462153427968,-2.3346588510562336
4,0.8,56791,core,1.0,exact,127,7.130998297635734e-15,0.5800479490721736
4,0.8,56791,core,1.0,exact,128,0.11276838505846025,-2.508716976974009
4,0.8,56791,core,1.0,exact,129,7.272142762328966e-15,0.5767891224873856
4,0.8,56791,core,1.0,exact,130,0.11226528677206943,-2.4116852038789567
4,0.8,56791,core,1.0,exact,131,7.408313229352024e-15,0.5734770411226768
4,0.8,56791,core,1.0,exact,132,0.11177488910923178,-2.404867633257437
4,0.8,56791,core,1.0,exact,133,7.544522639555086e-15,0.5701110494343931
4,0.8,56791,core,1.0,exact,134,0.1112967769907804,-2.3979879113200906
4,0.8,56791,core,1.0,exact,135,7.680752976461887e-15,0.5666907147775015
4,0.8,56791,core,1.0,exact,136,0.11083055619548775,-2.3911860144143824
4,0.8,56791,core,1.0,exact,137,7.816994558647818e-15,0.5632158182808795
4,0.8,56791,core,1.0,exact,138,0.11037585186936708,-2.3845312247746016
4,0.8,56791,core,1.0,exact,139,7.953242183653692e-15,0.5596863451956597
4,0.8,56791,core,1.0,exact,140,0.10993230716041423,-2.4653628525311753
4,0.8,56791,core,1.0,exact,141,8.09453952415354e-15,0.5561024748371082
4,0.8,56791,core,1.0,exact,142,0.10949958196740349,-2.4573392001330014
4,0.8,56791,core,1.0,exact,143,8.235838609585286e-15,0.5524645702287055
4,0.8,56791,core,1.0,exact,144,0.10907735179246103,-2.4495750047003835
4,0.8,56791,core,1.0,exact,145,8.377138632682443e-15,0.5487731675466393
4,0.8,56791,core,1.0,exact,146,0.10866530668812878,-2.268977687402964
4,0.8,56791,core,1.0,exact,147,8.508346223060717e-15,0.5450289654563714
4,0.8,56791,core,1.0,exact,148,0.10826315029051554,-2.523980724829358
4,0.8,56791,core,1.0,exact,149,8.654693489081627e-15,0.5412328144198082
4,0.8,56791,core,1.0,exact,150,0.1078705989309256,-2.4291639157215275
4,0.8,56791,core,1.0,exact,151,8.795994432306488e-15,0.5373857060461977
4,0.8,56791,core,1.0,exact,152,0.10748738081906524,-2.4223254767468614
4,0.8,56791,core,1.0,exact,153,8.93729545371673e-15,0.5334887625477231
4,0.8,56791,core,1.0,exact,154,0.10711323529156827,-2.4157009996901824
4,0.8,56791,core,1.0,exact,155,9.078596517141063e-15,0.5295432263553046
4,0.8,56791,core,1.0,exact,156,0.10674791212015652,-2.409280839010249
4,0.8,56791,core,1.0,exact,157,9.2198976031423e-15,0.525550449942671
4,0.8,56791,core,1.0,exact,158,0.10639117087427115,-2.3178587844836143
4,0.8,56791,core,1.0,exact,159,9.356152232981824e-15,0.5215118858975392
4,0.8,56791,core,1.0,exact,160,0.10604278033347901,-2.2281804066883937
4,0.8,56791,core,1.0,exact,161,9.487360401046932e-15,0.5174290772740109
4,0.8,56791,core,1.0,exact,162,0.10570251794538267,-2.479826831592665
4,0.8,56791,core,1.0,exact,163,9.633707977496554e-15,0.5133036482560792
4,0.8,56791,core,1.0,exact,164,0.10537016932514484,-2.4725921884743465
4,0.8,56791,core,1.0,exact,165,9.780055555828705e-15,0.5091372951509753
4,0.8,56791,core,1.0,exact,166,0.10504552779308732,-2.381159545775875
4,0.8,56791,core,1.0,exact,167,9.921356666878713e-15,0.5049317777339274
4,0.8,56791,core,1.0,exact,168,0.10472839394713758,-2.375769098905187
4,0.8,56791,core,1.0,exact,169,1.0062657778472322e-14,0.5006889109560726
4,0.8,56791,core,1.0,exact,170,0.10441857526718276,-2.3705289918339254
4,0.8,56791,core,1.0,exact,171,1.0203958890358045e-14,0.4964105570249049
4,0.8,56791,core,1.0,exact,172,0.10411588574865004,-2.365433023121498
4,0.8,56791,core,1.0,exact,173,1.0345260002400737e-14,0.49209861786272774
4,0.8,56791,core,1.0,exact,174,0.10382014556286795,-2.2767217349294264
4,0.8,56791,core,1.0,exact,175,1.048151464623403e-14,0.4877550279477265
4,0.8,56791,core,1.0,exact,176,0.1035311807419779,-2.44036664969426
4,0.8,56791,core,1.0,exact,177,1.0627862226700152e-14,0.4833817475367582
4,0.8,56791,core,1.0,exact,178,0.10324882288635875,-2.434343856827978
4,0.8,56791,core,1.0,exact,179,1.0774209807190632e-14,0.4789807562672492
4,0.8,56791,core,1.0,exact,180,0.10297290889270656,-2.2620497837503892
4,0.8,56791,core,1.0,exact,181,1.0910464451106697e-14,0.4745540471356695
4,0.8,56791,core,1.0,exact,182,0.10270328070107082,-2.341920511501932
4,0.8,56791,core,1.0,exact,183,1.1051765563323548e-14,0.47010362084442836
4,0.8,56791,core,1.0,exact,184,0.1024397850592976,-2.337576482982881
4,0.8,56791,core,1.0,exact,185,1.1193066675544178e-14,0.4656314805123169
4,0.8,56791,core,1.0,exact,186,0.1021822733034624,-2.41613611517756
4,0.8,56791,core,1.0,exact,187,1.133941425606059e-14,0.4611396267365219
4,0.8,56791,core,1.0,exact,188,0.10193060115299847,-2.3281811718095007
4,0.8,56791,core,1.0,exact,189,1.1480715368284342e-14,0.4566300530013314
4,0.8,56791,core,1.0,exact,190,0.10168462851933698,-2.324166541953722
4,0.8,56791,core,1.0,exact,191,1.1622016480508681e-14,0.4521047414176636
4,0.8,56791,core,1.0,exact,192,0.10144421932697742,-2.3202489486860562
4,0.8,56791,core,1.0,exact,193,1.1763317592733333e-14,0.4475656587850811
4,0.8,56791,core,1.0,exact,194,0.10120924134599911,-2.398644998290862
4,0.8,56791,core,1.0,exact,195,1.1909665173251909e-14,0.44301475296591203
4,0.8,56791,core,1.0,exact,196,0.10097956603510849,-2.22962340394551
4,0.8,56791,core,1.0,exact,197,1.2045919817183073e-14,0.4384539495548943
4,0.8,56791,core,1.0,exact,198,0.1007550683943946,-2.3910143477516783
4,0.8,56791,core,1.0,exact,199,1.2192267397701786e-14,0.4338851488374629
4,0.8,56791,core,1.0,exact,200,0.10053562682703533,
4,0.8,56792,core,1.0,exact,0,1.0,
4,0.8,56792,core,1.0,exact,1,6.055761952500853e-17,
4,0.8,56792,core,1.0,exact,2,0.5227272727272729,-0.0
4,0.8,56792,core,1.0,exact,3,5.576347464594536e-16,0.7476296731046604
4,0.8,56792,core,1.0,exact,4,0.4034090909090912,-0.0
4,0.8,56792,core,1.0,exact,5,8.944865050673136e-16,0.789397207326785
4,0.8,56792,core,1.0,exact,6,0.3437500000000005,-0.6316361412779973
4,0.8,56792,core,1.0,exact,7,1.1121154502353131e-15,0.7982242008659998
4,0.8,56792,core,1.0,exact,8,0.30646306818181873,-1.2717678375789512
4,0.8,56792,core,1.0,exact,9,1.3048274582029185e-15,0.7978259453475112
4,0.8,56792,core,1.0,exact,10,0.28036221590909166,-0.9790023829271977
4,0.8,56792,core,1.0,exact,11,1.4395050807923906e-15,0.7939822107264078
4,0.8,56792,core,1.0,exact,12,0.2607865767045464,-0.7707806294494983
4,0.8,56792,core,1.0,exact,13,1.5352302762394743e-15,0.7887027043672248
4,0.8,56792,core,1.0,exact,14,0.24540571732954655,-0.7844111945472463
4,0.8,56792,core,1.0,exact,15,1.6238588756484712e-15,0.7828271849856898
4,0.8,56792,core,1.0,exact,16,0.23290876908735925,-0.7720858886094664
4,0.8,56792,core,1.0,exact,17,1.7042475385465783e-15,0.7767466897309753
4,0.8,56792,core,1.0,exact,18,0.22249464555220316,-0.7509533289647626
4,0.8,56792,core,1.0,exact,19,1.776928509636652e-15,0.7706553244503401
4,0.8,56792,core,1.0,exact,20,0.21364264054732054,-0.7672033098367993
4,0.8,56792,core,1.0,exact,21,1.846475150809904e-15,0.764652419493402
