N,n,seed,bins_logged,threads,partition_source,supergraph_source,K,super_nodes,super_edges,transitions_total,transitions_mapped,coverage,missing_labels,inf_hops,frac_d0,frac_d1,frac_d2,frac_dge3,mean_d,mean_d_cond_change,core_frac_d0,core_frac_d1,core_frac_d2,core_frac_dge3,core_mean_d,core_mean_d_cond_change,halo_frac_d0,halo_frac_d1,halo_frac_d2,halo_frac_dge3,halo_mean_d,halo_mean_d_cond_change
32,0.8,66791,20,32,all,all,7,7,6,608,608,1.0,0,0,0.7861842105263158,0.2138157894736842,0.0,0.0,0.2138157894736842,1.0,0.7692307692307693,0.23076923076923078,0.0,0.0,0.23076923076923078,1.0,0.7869415807560137,0.21305841924398625,0.0,0.0,0.21305841924398625,1.0
32,0.8,66792,20,32,all,all,16,16,15,608,608,1.0,0,0,0.3338815789473684,0.5427631578947368,0.12335526315789473,0.0,0.7894736842105263,1.1851851851851851,0.34782608695652173,0.4782608695652174,0.17391304347826086,0.0,0.8260869565217391,1.2666666666666666,0.3333333333333333,0.5452991452991452,0.12136752136752137,0.0,0.788034188034188,1.182051282051282
32,0.8,66793,20,32,all,all,15,15,14,608,608,1.0,0,0,0.33223684210526316,0.5986842105263158,0.06907894736842106,0.0,0.7368421052631579,1.103448275862069,0.2222222222222222,0.7407407407407407,0.037037037037037035,0.0,0.8148148148148148,1.0476190476190477,0.3373493975903614,0.5920826161790017,0.07056798623063683,0.0,0.7332185886402753,1.1064935064935064
32,0.8,66794,20,32,all,all,9,9,8,608,608,1.0,0,0,0.5789473684210527,0.42105263157894735,0.0,0.0,0.42105263157894735,1.0,0.5925925925925926,0.4074074074074074,0.0,0.0,0.4074074074074074,1.0,0.5783132530120482,0.42168674698795183,0.0,0.0,0.42168674698795183,1.0
32,0.8,66795,20,32,all,all,10,10,9,608,608,1.0,0,0,0.5740131578947368,0.42598684210526316,0.0,0.0,0.42598684210526316,1.0,0.5833333333333334,0.4166666666666667,0.0,0.0,0.4166666666666667,1.0,0.5736301369863014,0.4263698630136986,0.0,0.0,0.4263698630136986,1.0
