N,n,seed_a,seed_b,comp_a,comp_b,d_l2
16,0.8,56791,56792,15,14,0.02103788673538214
16,0.8,56791,56793,15,17,0.03995872712571605
16,0.8,56791,56794,15,17,0.03995872712571605
16,0.8,56791,56795,15,16,0.02033431227223949
16,0.8,56792,56793,14,17,0.060775897120986945
16,0.8,56792,56794,14,17,0.060775897120986945
16,0.8,56792,56795,14,16,0.041286126265678465
16,0.8,56793,56794,17,17,0.0
16,0.8,56793,56795,17,16,0.019697626471331317
16,0.8,56794,56795,17,16,0.019697626471331317
