N,n,seed,core_edges_count,core_events_count,halo_edges_count,halo_events_count,ball_comp_size,Q_clock,L,S_perc,S_junc_w,trace_enabled,bins_logged
16,0.8,56791,217445,46664,9693,87,46664,1.1757620314483739,0.29394050786209347,0.9876923076923076,5.5452222319459334,True,20
16,0.8,56792,224116,46386,2978,33,46386,4.364541504259727,1.0911353760649318,0.9571865443425076,4.880638092901645,True,20
16,0.8,56793,226405,46377,741,11,46377,4.391860470285259,1.0979651175713148,0.9748427672955975,4.904446258537176,True,20
16,0.8,56794,218921,46309,8194,79,46309,2.0376084702787325,0.5094021175696831,0.9855072463768116,5.070966271563908,True,20
16,0.8,56795,221893,46233,5212,42,46233,4.592992903585271,1.1482482258963178,0.97,5.466576656264167,True,20
